text,sentiment_score,used_tokens
"It took us 3 years to turn over the crown, but here they are -- our Mr. and Ms. National University 2019: Johncel T… https://t.co/yHf0N2pxOv",0.0,0.0
"It took us a little over 3 years to turn over the crown, but here they are - our Mr. and Ms. National University 20… https://t.co/aiQ03BF4jF",0.0,0.043478260869565216
The NU Tennisters triumphed over DLSU today in both divisions! Our boys will be playing in the Final 4 w/ a 2x-to-b… https://t.co/5cSA5CzBZo,0.6476,0.09523809523809523
"ICYMI: Here are the results of the #NUSGElections2019 along with Chief Auditor, CCIT, CEAS, COA, CTHM and CBA stude… https://t.co/Q6EOhhYc4c",0.0,0.0
"ICYMI: Here are the results of the #NUSGElections2019 along with Chief Auditor, CCIT, CEAS, COA, CTHM and CBA stude… https://t.co/raxuR0N0X1",0.0,0.0
RT @abscbnsports: The NU Lady Bulldogs are excited to see even more improvement following some key changes to their game plan. #UAAPSeason8…,0.6901,0.13636363636363635
RT @tiebreakertimes: #UAAPSeason81 NU Lady Bulldogs eliminate Adamson from Final Four race &gt;&gt; https://t.co/Q05BiTiEi8 https://t.co/95RsDqSM…,0.0,0.0
RT @beebeego09: Jennifer Nierva had the initiative to thank the efforts of her coach and her team mates towards the end of the post-game pr…,0.3612,0.04
RT @abscbnsports: Ivy Lacsina heats up for 15 points to help power NU past Adamson #UAAPSeason81Volleyball https://t.co/2CqxVH44oy,0.4019,0.058823529411764705
33 receptions. 44 digs. @JenniferNierva for President talaga! 🙃 https://t.co/Sz92BEcHNJ,0.0,0.0
"RT @abscbnsports: Lady Bulldogs snap skid, boot out Lady Falcons in semis race #UAAPSeason81Volleyball https://t.co/1ISc9ZIPjN https://t.co…",0.0,0.0
RT @abscbnsports: Roselyn Doria too quick! #UAAPSeason81Volleyball https://t.co/ByFVNHytw4,0.0,0.0
RT @abscbnsports: Roselyn Doria leads the Lady Bulldogs with 18 points in their win over Adamson #UAAPSeason81Volleyball https://t.co/vns6d…,0.5859,0.05555555555555555
RT @abscbnsports: Ivy Lacsina blasts it off the block in the clutch! #UAAPSeason81Volleyball https://t.co/oTijPfOPZi,-0.4926,0.07142857142857142
"Congrats, @doria_roselyn!!!! 💛💙 https://t.co/jdbeqchs4n",0.6776,0.25
RT @abscbnsports: Cess Robles muscles through the block FOR THE WIN! #UAAPSeason81Volleyball https://t.co/FqmuBoBkFp,0.4451,0.15384615384615385
"RT @abscbnsports: Thanks, says Doria 💪 #UAAPSeason81Volleyball https://t.co/4yaiAv4Z8X",0.4404,0.14285714285714285
RT @abscbnsports: Perfect one-two from Joni Chavez! #UAAPSeason81Volleyball https://t.co/XrzQONeJWs,0.6114,0.1111111111111111
RT @abscbnsports: NU's rookie setter Joshua Retamar can hit it as well 👀 #UAAPSeason81Volleyball https://t.co/V45FGcdP78,0.2732,0.07142857142857142
RT @abscbnsports: Back-to-back-to-back ACES for Ivy Lacsina to start the match 🔥 #UAAPSeason81Volleyball https://t.co/YOh9bstitr,0.0,0.0
RT @abscbnsports: B2B hits for Roselyn Doria to steal the set from Adamson! #UAAPSeason81Volleyball https://t.co/mznxelz3yN,-0.5411,0.06666666666666667
"Before Jen Nierva, we had THE JEN REYES! 💛💙 https://t.co/BxVaI1OazK",0.0,0.0
"RT @SLAMonlineph: REAL IS ON THE RISE

NU's Carl Tamayo is without question one of the best young talents in the land. He has a UAAP Junior…",0.802,0.11538461538461539
"RT @tiebreakertimes: #UAAPSeason81 NU Bulldogs halt streaking Ateneo, extend win run to 8 &gt;&gt; https://t.co/FYy7fECRRn https://t.co/v1YY6sntrA",0.6705,0.13333333333333333
"#UAAP81 Men's Volleyball: National University survives Ateneo in a 5-set thriller, 25-19, 25-20, 19-25, 25-27, 15-1… https://t.co/tDaCjkwQyS",0.1027,0.0625
RT @abscbnsports: James Natividad off the double block! #UAAPSeason81Volleyball https://t.co/ERskxn9PSL,-0.4926,0.1
Can we all appreciate how Retamar dug that ball and scored after?! 🤯 https://t.co/HgWpW77BlN,0.4574,0.07692307692307693
RT @abscbnsports: Francis Saura turns back Tony Koyfman to draw first blood for NU! #UAAPSeason81Volleyball https://t.co/s2qukhLNhT,0.0,0.0
RT @abscbnsports: Bryan Bagunas vicious cross-court smash 😤 #UAAPSeason81Volleyball https://t.co/GXb6jaDJr9,-0.3612,0.1111111111111111
@itsmesuperxtine Parking spaces for the lower levels and NU campus/business areas on the upper levels. #NYK,-0.296,0.0625
MAAX 2 Building - the newest home of National University in Pasay! https://t.co/ZyAm82EWxp,0.0,0.0
"RT @SLAMonlineph: AUTOMATIC⁣
.⁣
NU's Terrence Fortea is as sure as buckets can get at the high school level. He leaves fans, opponents and…",0.3182,0.041666666666666664
"Campus wide activities tomorrow (March 29, 2019):

#NUSGElections2019
9:00AM - 3:00PM, Room 515MB

#MMNU2019 Pre-pa… https://t.co/6jCurcPFvh",0.0,0.0
"RT @SLAMonlineph: STEADY GERRY

College can wait for NU's Gerry Abadiano. He still has plans on dominating the high school scene anew, star…",-0.296,0.043478260869565216
RT @Volleyverse: Because recruitment in the UAAP women's volleyball is as fierce as the games themselves. #UAAPSeason81Volleyball #LadyBull…,0.0,0.0
Exercise your right to vote! #NUSGElections2019,0.0,0.0
"RT @HumbleBola_: In a culture that tends to focus on individuals too much, a stern reminder must be given: the team matters.

In the Philip…",0.0258,0.043478260869565216
"RT @olympictalker: When these girls are in the finals in Season 82, Jen will look back on this article, nod her head, and realize that thos…",0.0,0.0
"RT @tiebreakertimes: #UAAPSeason81 Fatigue setting in for young NU Lady Bulldogs, admits Norman Miguel &gt;&gt; https://t.co/CAH55Bwww9 https://t…",0.0516,0.11764705882352941
Cheer up! We'll get 'em soon. https://t.co/2JAlroDDXe,0.5562,0.14285714285714285
RT @abscbnsports: Cess Robles' POWER hit 💪 https://t.co/VJhCBEsGLy,0.0,0.0
"TO REGISTER, please fill-out the application form through this link: https://t.co/fDqdd6sJWF and proceed to our cam… https://t.co/Fj55rwroET",0.3182,0.058823529411764705
"TO REGISTER, please fill-out the application form through this link: https://t.co/fDqdd6b8y5 and proceed to our cam… https://t.co/eknvaPgxQB",0.3182,0.058823529411764705
RT @abscbnsports: Ivy Lacsina has no time for the triple block! #UAAPSeason81Volleyball https://t.co/spr82jjM5D,-0.6588,0.15384615384615385
"RT @tiebreakertimes: #UAAPSeason81 Bryan Bagunas, NU Bulldogs cruise past UE for 8th straight win &gt;&gt; https://t.co/yih0uVcpdR https://t.co/8…",0.6908,0.11764705882352941
Your guess? #MMNU2019 👑 https://t.co/tLsKtpHDnE,0.0,0.0
"#UAAP81 Men's Volleyball: National University makes quick work of UE, 25-7, 25-21, 25-15, behind Bagunas' 22 points… https://t.co/G7cpxsffXZ",0.0,0.0
RT @forumNU: Please observe the schedules assigned per college. Schedule of practices and venue will be announced on a later date. For grad…,0.3182,0.045454545454545456
"RT @forumNU: • Toga Fitting
Room: 901 Annex Building
Time: 9:00AM-5:00PM
Date: April 22-27, 2019

Refundable Deposit:
Doctoral/Dentistry -…",0.0,0.0
"RT @forumNU: Announcement from the NU CGS: In preparation for the May 27, 2019 Commencement Exercises, please be advised of the following a…",0.3182,0.043478260869565216
RT @forumNU: Ms. Marinelle Bagona and Mr. John Carlos Llaneta from the College of Computing and Information Technologies (CCIT). #MMNU2019…,0.0,0.0
"RT @forumNU: Ms. Joana Roculas and Mr. John Paul Gates from the College of Education, Arts and Sciences (CEAS). #MMNU2019 👑

March 29 - Pre…",0.0,0.0
"RT @forumNU: Ms. Justine Capistrano and Mr. Jailen Dy from the College of Dentistry (COD). #MMNU2019 👑

March 29 - Pre-pageant
March 30 - C…",0.0,0.0
"RT @forumNU: Ms. Tricia Mae Sunico and Mr. Johncel Tigullo from the College of Tourism and Hospitality Management (CTHM). #MMNU2019 👑

Marc…",0.0,0.0
"RT @forumNU: Ms. Phoebe Gonzales and Mr. Ismael Rahman from the College of Engineering (COE). #MMNU2019 👑

March 29 - Pre-pageant
March 30…",0.0,0.0
"RT @forumNU: Ms. Merelle Redor and Mr. Christian Carlos San Pedro from the College of Allied Health (CAH). #MMNU2019 👑

March 29 - Pre-page…",0.0,0.0
"RT @forumNU: Ms. Cristiana Jade Toledo and Mr. Christian Bote from the College of Business and Accountancy (CBA). #MMNU2019 👑

March 29 - P…",0.0,0.0
"RT @forumNU: Don’t miss the upcoming Mr. &amp; Ms. National University 2019 on March 29, 2019 (Pre-pageant) and March 30, 2019 (Coronation Nigh…",-0.1531,0.043478260869565216
"Mr. John Carlos Llaneta from the College of Computing and Information Technologies (CCIT). #MMNU2019 👑

March 29 -… https://t.co/DcW4jPGEJM",0.0,0.0
"Ms. Marinelle Bagona from the College of Computing and Information Technologies (CCIT). #MMNU2019 👑

March 29 - Pre… https://t.co/og4hsCL0v9",0.0,0.0
"Mr. John Paul Gates from the College of Education, Arts and Sciences (CEAS). #MMNU2019 👑

March 29 - Pre-pageant
Ma… https://t.co/74V7FBvlFs",0.0,0.0
"Ms. Joana Roculas from the College of Education, Arts and Sciences (CEAS). #MMNU2019 👑

March 29 - Pre-pageant
Marc… https://t.co/aHKOCxOlbj",0.0,0.0
"Mr. Jailen Dy from the College of Dentistry (COD). #MMNU2019 👑

March 29 - Pre-pageant
March 30 - Coronation Night… https://t.co/zCIxC0mJjb",0.0,0.0
"Ms. Justine Capistrano from the College of Dentistry (COD). #MMNU2019 👑

March 29 - Pre-pageant
March 30 - Coronati… https://t.co/UZ50pypoXO",0.0,0.0
"Mr. Johncel Tigullo from the College of Tourism and Hospitality Management (CTHM). #MMNU2019 👑

March 29 - Pre-page… https://t.co/aAOoHEMHL6",0.0,0.0
"Ms. Tricia Mae Sunico from the College of Tourism and Hospitality Management (CTHM). #MMNU2019 👑

March 29 - Pre-pa… https://t.co/Nhee1p42cz",0.0,0.0
"Mr. Ismael Rahman from the College of Engineering (COE). #MMNU2019 👑

March 29 - Pre-pageant
March 30 - Coronation… https://t.co/XvvsT498QR",0.0,0.0
"Ms. Phoebe Gonzales from the College of Engineering (COE). #MMNU2019 👑

March 29 - Pre-pageant
March 30 - Coronatio… https://t.co/t4LaUoAvsd",0.0,0.0
"Mr. Christian Carlos San Pedro from the College of Allied Health (CAH). #MMNU2019 👑

March 29 - Pre-pageant
March 3… https://t.co/tQJaDe837c",0.0,0.0
"Ms. Merelle Redor from the College of Allied Health (CAH). #MMNU2019 👑

March 29 - Pre-pageant
March 30 - Coronatio… https://t.co/dRm3acIx5x",0.0,0.0
"Mr. Christian Bote from the College of Business and Accountancy (CBA). #MMNU2019 👑

March 29 - Pre-pageant
March 30… https://t.co/7x6ncfV0C3",0.0,0.0
"Ms. Cristiana Jade Toledo from the College of Business and Accountancy (CBA). #MMNU2019 👑

March 29 - Pre-pageant
M… https://t.co/wFOSvcttvw",0.0,0.0
Ms. Marinelle Bagona and Mr. John Carlos Llaneta from the College of Computing and Information Technologies (CCIT).… https://t.co/H3mpfnM5gm,0.0,0.0
"Ms. Joana Roculas and Mr. John Paul Gates from the College of Education, Arts and Sciences (CEAS). #MMNU2019 👑

Mar… https://t.co/idi47VopLq",0.0,0.0
"Ms. Justine Capistrano and Mr. Jailen Dy from the College of Dentistry (COD). #MMNU2019 👑

March 29 - Pre-pageant
M… https://t.co/O9zo0MQcxv",0.0,0.0
Ms. Tricia Mae Sunico and Mr. Johncel Tigullo from the College of Tourism and Hospitality Management (CTHM).… https://t.co/DxueWEQWVH,0.0,0.0
"Ms. Phoebe Gonzales and Mr. Ismael Rahman from the College of Engineering (COE). #MMNU2019 👑

March 29 - Pre-pagean… https://t.co/KxRXhc7X6t",0.0,0.0
"Ms. Merelle Redor and Mr. Christian Carlos San Pedro from the College of Allied Health (CAH). #MMNU2019 👑

March 29… https://t.co/3nKeugrLkG",0.0,0.0
"Ms. Cristiana Jade Toledo and Mr. Christian Bote from the College of Business and Accountancy (CBA). #MMNU2019 👑

M… https://t.co/iUtXqF0Q4A",0.0,0.0
"Don’t miss the upcoming Mr. &amp; Ms. National University 2019 on March 29, 2019 (Pre-pageant) and March 30, 2019 (Coro… https://t.co/uckQDN3Ztv",-0.1531,0.047619047619047616
"Don’t miss the upcoming Mr. &amp; Ms. National University 2019 on March 29, 2019 (Pre-pageant) and March 30, 2019 (Coro… https://t.co/Urt04hUxPA",-0.1531,0.047619047619047616
Please observe the schedules assigned per college. Schedule of practices and venue will be announced on a later dat… https://t.co/rMm7j4O4ty,0.3182,0.05263157894736842
"• Toga Fitting
Room: 901 Annex Building
Time: 9:00AM-5:00PM
Date: April 22-27, 2019

Refundable Deposit:
Doctoral/D… https://t.co/2o0V5xqiwP",0.0,0.0
"Announcement from the NU CGS: In preparation for the May 27, 2019 Commencement Exercises, please be advised of the… https://t.co/UOj69r7iAp",0.3182,0.05
NU Nazareth Bullpups succesfully defended its championship title in the #NBTC2019 Finals after a repeat victory ove… https://t.co/uEuC5e6TWs,0.4404,0.058823529411764705
RT @tiebreakertimes: #MadnessInMOA NU Bullpups makes history as first back-to-back NBTC National Champions &gt;&gt; https://t.co/BAYoAyKXkj https…,0.5267,0.0625
+ coach Gold https://t.co/vEQsHh9QEF,0.0,0.0
NU Nazareth Bullpups succesfully defended its championship title in the #NBTC2019 Finals after a repeat victory ove… https://t.co/TxwdMjKdhP,0.4404,0.058823529411764705
"#UAAP81 Volleyball schedule for 2nd round as of March 22, 2019. #FeelTheBite #ItAllBeginsHere https://t.co/Kk2TQsT5dn",0.0,0.0
ICYMI: The @UnderdawgzOffic finished as 2nd runner-up in the #UAAP81SDC senior's division after scoring 83.25 point… https://t.co/BWW6IePV0E,0.0,0.0
"Yas! Congratulations, @UnderdawgzOffic!!!!! #proUD https://t.co/ne1U6aP5AB",0.7243,0.2
RT @abscbnsports: @iwant NU Underdawgz with a heartfelt tribute to the late Freddie Mercury! #UAAPStreetdance https://t.co/7mzAig4RgC,0.5848,0.06666666666666667
RT @abscbnsports: @iwant Alright we see you 👀 NU-NS Underdawgz! #UAAPStreetdance https://t.co/4QjOd5WBE8,0.3164,0.09090909090909091
RT @abscbnsports: @iwant Up now: the NU Nazareth School Underdawgz! https://t.co/k4W30tGQtm,0.0,0.0
"Let's go, UD! #proUD #UAAP81SDC",0.0,0.0
RT @tiebreakertimes: #MadnessInMOA Gerry Abadiano went for broke in NU's NBTC Finals-clinching win over San Beda &gt;&gt; https://t.co/zkzmrqqIaH…,0.25,0.1111111111111111
"RT @tiebreakertimes: #MadnessInMOA  #ManokNgBayan NU Bullpups, LSGH Greenies forge NBTC National title rematch &gt;&gt; https://t.co/m8jNvTpZ3w h…",0.0,0.0
"RT @yo_sarmenta: Gerry Abadiano sends the NU Bullpups to the NBTC National Finals!

He hit the go-ahead basket with two seconds left

#Madn…",0.0,0.0
"RT @abscbnsports: Former NU Lady Bulldogs Ivy Perez, Kai Nepomuceno-Baloaloa reveal some supernatural stuff that happened to Myla Pablo bac…",0.0,0.0
RT @tiebreakertimes: #MadnessInMOA extends to NU as @JalenRomande Green meets @ildavefonso https://t.co/hpOxAq6xnb,0.128,0.08333333333333333
"RT @ompongski: Gerry Abadiano’s game winner from my view. 

NU advances to the Division 1 #Finals .

#NBTC2019 https://t.co/1n3UvAPOEU",0.5859,0.058823529411764705
RT @numvt: Here's the full second round schedule of UAAP Men's Volleyball https://t.co/oOTH4NoAdT,0.0,0.0
"RT @forumNU: Your National Champs are headed to the #UAAP81 Street Dance Competition on March 23, 2:00PM, at the Araneta Coliseum. Cheer lo…",0.7269,0.08695652173913043
RT @forumNU: Yep. Jalen Green will be in the house. https://t.co/wZBH57UhG7,0.296,0.09090909090909091
Yep. Jalen Green will be in the house. https://t.co/wZBH57UhG7,0.296,0.1111111111111111
RT @tiebreakertimes: #UAAPSeason81 Christy Arribas books last Final Four ticket for NU Lady Bulldogs &gt;&gt; https://t.co/X52TsuIXyk https://t.c…,0.0,0.0
"Same with NU men's, right? 😊 https://t.co/OGgD2v8aau",0.0,0.0
RT @abscbnsports: Cess Robles paces NU with 13 points in their loss to UE. #UAAPSeason81Volleyball https://t.co/TCwW5X9QoO,-0.3182,0.0625
RT @abscbnsports: Ivy Lacsina recovers from a slow start to score 12 points in NU's loss to UE. #UAAPSeason81Volleyball https://t.co/XIku7s…,-0.3182,0.05263157894736842
RT @tiebreakertimes: #NBTC2019 Terrence Fortea shoots NU Bullpups to NBTC Supreme 16 &gt;&gt; https://t.co/6SuRJX9eDH https://t.co/08sQ3WCnas,0.5574,0.06666666666666667
"#UAAP81 Women's Volleyball: National University bows down to a sharper University of the East, 25-16, 25-18, 24-26,… https://t.co/rg3MJWN03E",0.0,0.0
"This is gold, coach @NormanMiguel15!!! 🙊 https://t.co/txJCaLofZi",0.0,0.0
RT @cleverlynmayuga: Eight straight points from the NU Lady Bulldogs. Wow! Iba talaga ‘tong mga batang ‘to. #UAAPSeason81Volleyball https:/…,0.7177,0.10526315789473684
RT @abscbnsports: Ivy Lacsina with back-to-back points to keep NU alive! 🔥 #UAAPSeason81Volleyball https://t.co/XGSufjVfSL,0.4389,0.07692307692307693
RT @abscbnsports: Cess Robles says not just yet! #UAAPSeason81Volleyball https://t.co/4mkjepwSs4,0.0,0.1
NU completes fight back in the 3rd set. We have a game!,-0.4389,0.09090909090909091
RT @abscbnsports: Ivy Lacsina says N🚫PE. #UAAPSeason81Volleyball https://t.co/yk6NoF5Yig,0.0,0.0
RT @abscbnsports: LONG RALLY ALERT 🚨 #UAAPSeason81Volleyball https://t.co/08zuL3pOSp,0.4466,0.14285714285714285
RT @abscbnsports: Cess Robles SKIES for the put-away. #UAAPSeason81Volleyball https://t.co/62UBF2RPcR,0.0,0.0
RT @abscbnsports: Cess Robles overpowers the defense 😤 #UAAPSeason81Volleyball https://t.co/pgXy7AAWBm,0.128,0.1111111111111111
"RT @tiebreakertimes: #UAAPSeason81 Bryan Bagunas scorches anew, leads NU Bulldogs past Adamson &gt;&gt; https://t.co/pIP6g1a8J2 https://t.co/i4Mt…",0.0,0.0
"Your National Champs are headed to the #UAAP81 Street Dance Competition on March 23, 2:00PM, at the Araneta Coliseu… https://t.co/CimMofximJ",0.4215,0.05
No stepladder semis. NU and FEU now tied at #1 spot.,-0.296,0.09090909090909091
"#UAAP81 Men's Volleyball: National University trumps Adamson, 25-18, 25-18, 25-19, to extend their winning streak t… https://t.co/fHmLVgOLrV",0.6249,0.11764705882352941
RT @tiebreakertimes: #NBTC2019 #ManokNgBayan NU Bullpups hand Isabella Colleges harsh 90-point beating to open campaign &gt;&gt; https://t.co/d2B…,-0.4019,0.17647058823529413
#UAAP81 Volleyball second round of elimination will start tomorrow. Support #TeamNationalU as they go up against th… https://t.co/UXSb1wOPzw,0.4019,0.05555555555555555
"RT @NationalUPhil: National University launches 1st Innovation Week

Read from this link: https://t.co/RfPftApgTZ https://t.co/E7ejjyGd1z",0.3818,0.07142857142857142
RT @Noreen8go: Partial schedule @uaapvolleyball #UAAPSeason81Volleyball 👍🏐 https://t.co/nllKD5YSRN,0.0,0.0
RT @tiebreakertimes: #UAAPSeason81 Mary Ann Ramos goes full circle as NU forces playoff with UP &gt;&gt; https://t.co/9i2MJXAEDk https://t.co/8DF…,0.0,0.0
"Announcement from the NU Student Affairs Office!!!

Final wave of filling - up the BDO Cash Card for this school ye… https://t.co/FMHn6kL7XK",0.0,0.0
RT @spinph: Lady Bulldogs look to bounce back By @AgcaoiliLA https://t.co/rAOTV6X3Ri via @SpinPh,0.0,0.0
"#UAAP81 Women's Lawn Tennis
Team standings as of Mar. 17

4-1 DLSU
3-3 NU
3-3 ADMU
2-3 UST
2-4 UP

Go Lady Bulldogs… https://t.co/nXsrIlv4yz",0.0,0.0
"#UAAP81 Women's Lawn Tennis: National University survives Adamson, 4-1, to tie Ateneo at the second spot.

Reclaim… https://t.co/GuOem8IXtv",0.0,0.0
"#UAAP81 Men's Lawn Tennis
Team standings as of Mar. 17

8-0 NU
6-2 ADMU
5-3 UST
5-4 UE
4-5 UP
2-7 DLSU
0-9 AdU

Go… https://t.co/69VWc3gOkh",0.0,0.0
#UAAP81 Men's Lawn Tennis: National University remains atop the standings at 8-0 after a 4-1 victory over Universit… https://t.co/b87GqbfnNl,0.0,0.0
"#UAAP81 Volleyball team standings after the 1st round of elimination:

Men
7-0 FEU
6-1 NU
4-3 ADMU
4-3 AdU
3-4 UST… https://t.co/2Td7SJZhNR",0.0,0.0
RT @hopiaaa_7: The beginning of Round 2 for this Volleyball season is fast-approaching. Let us all build a strong support for both teams (N…,0.7184,0.09090909090909091
"RT @forumNU: Registration period for AXN University Challenge 2019 will be on March 18-22, 2019, 9AM-5PM. 

Only 100 individual female, 100…",0.0772,0.047619047619047616
"RT @manelavice: NU is legit. Lacsina. Nierva. The 2-man reception.

And Robles. Now a Princess, soon to be Queen. https://t.co/XRzv1ZQRUE",0.0,0.0
"Registration period for AXN University Challenge 2019 will be on March 18-22, 2019, 9AM-5PM. 

Only 100 individual… https://t.co/PAN7FlyyrM",0.0772,0.05555555555555555
"Registration period for AXN University Challenge 2019 will be on March 18-22, 2019 from 9:00AM to 5:00PM. 

Please… https://t.co/O0HrAq7kF5",0.0772,0.05263157894736842
"RT @volleyspecs: Gata ➡️ Reyes ➡️ Lazaro ➡️ Macandili ➡️ Arado ➡️ Nierva

Y’ALL KNOW ITS BOUND TO HAPPEN ✊🏼✊🏼✊🏼",0.0,0.0
RT @abscbnsports: Audrey Paran evades the defense and goes down the line! #UAAPSeason81Volleyball https://t.co/em5aEU5TuE,0.2003,0.07142857142857142
"RT @FanDeMonyo: @forumNU Executed well. Robles and Nierva know how to read the balls from the service, whether it's short or long serves. A…",0.2732,0.041666666666666664
RT @abscbnsports: Cess Robles punches it through! #UAAPSeason81Volleyball https://t.co/rLYO2j89KL,0.0,0.0
RT @abscbnsports: Joni Chavez showing the touch ✨ #UAAPSeason81Volleyball https://t.co/mHurKptrGL,0.0,0.0
RT @abscbnsports: NU stuns Ateneo in Set 1! Audrey Paran to the rescue! 🔥🔥🔥 #UAAPSeason81Volleyball https://t.co/a4PjFo6gol,0.6103,0.125
"RT @VolleyCenterPH: Grabe! 51 excellent receptions for NU! 30 dun kay Nierva, 21 kay Robles!!! The 2-man receiving pattern, guys!

#UAAPSea…",0.7067,0.047619047619047616
"RT @abscbnsports: Cess Robles continues to deliver, scoring 18 points to pace NU against Ateneo. #UAAPSeason81Volleyball https://t.co/J37df…",0.0,0.0
What can say about NU's 2-man receiving pattern? 👀 https://t.co/KTbEX0pbiY,0.0,0.0
"Dear NU management,

Let's be patient this time. 😊 https://t.co/ECH5ZpnqY9",0.3818,0.1111111111111111
"RT @volleyspecs: Medyo late pero I just realized NU’s 2-man receiving pattern outnumbered UP’s reception with Dorog, Carlos, Molde, and Bau…",0.0,0.0
RT @abscbnsports: NU rookie Nico Almendras introduces himself to the Blue Eagles 😱 #UAAPSeason81Volleyball https://t.co/St4OeF44hI,0.0,0.0
RT @abscbnsports: Nico Almendras DENIES Ron Medalla one-on-one for the Set! 😤 #UAAPSeason81Volleyball https://t.co/Qwx8PyHq8g,-0.5893,0.07692307692307693
RT @abscbnsports: Bryan Bagunas throws it DOWN to give NU Set 1! #UAAPSeason81Volleyball https://t.co/QbSBeolgze,0.0,0.0
#UAAP81 Men’s Volleyball: National U (6-1) ended the 1st round of elimination on a high note after sweeping last ye… https://t.co/yDh8wvo1Jk,0.0,0.0
"Tomorrow
NU vs ADMU

8AM - 🙋🏼‍♂️
2PM - 🙋🏼‍♀️

San Juan Arena
Go National U!
#FeelTheBite",0.0,0.0
RT @queentower: Jennifer “receive all you can” Nierva https://t.co/UL5uajUSQv,0.0,0.0
"RT @NationalUPhil: @nupepsquad, @UnderdawgzOffic reign supreme in National Cheerleading Championship 2019

Read here: https://t.co/zc4UB2cC…",0.8271,0.21428571428571427
"#UAAP81 Women's Volleyball

In case you missed it, the young and gritty Lady Bulldogs soar to win number 2 after an… https://t.co/Ob0Hwdl6qF",0.4404,0.14285714285714285
RT @tiebreakertimes: #UAAPSeason81 Ivan Ouano brace powers NU Bulldogs to maiden win at skidding UE's expense &gt;&gt; https://t.co/SQGr1xMLMD ht…,0.5859,0.05263157894736842
RT @abscbnsports: NU's difference-maker Bingle Landicho wasn't even on the stat sheet #UAAPSeason81Volleyball https://t.co/9QzxselLPA https…,0.0,0.06666666666666667
RT @INQUIRERSports: The National University Lady Bulldogs had a simple message to the rest of the league—they’re more than just rookies. |…,0.0,0.047619047619047616
RT @abscbnsports: Jennifer Nierva says NU Lady Bulldogs' hearts more than make up for their lack of srs. experience #UAAPSeason81Volleyball…,-0.3182,0.1
RT @forumNU: NU Laguna degree program offerings for A.Y. 2019-2020. Additional degree programs are still under process with CHED. Take the…,0.0,0.0
"- BS in Business Administration major in Marketing and Advertising
- BS in Psychology
- Bachelor of Multimedia Arts… https://t.co/KdE2VeDqdM",0.0,0.058823529411764705
"Degree Program Offerings for A.Y. 2019-2020:
- BS in Information Systems
- BS in Computer Science
- BS in Informati… https://t.co/WbZ9voEZFV",0.0,0.0
"RT @abscbnsports: Cess Robles goes off anew, dropping 17 points against UP in NU's thrilling win! 💪 #UAAPSeason81Volleyball https://t.co/Ru…",0.8016,0.1111111111111111
RT @spinph: The Lady Bulldogs' 'magic bunot' | By @dolphtrythis https://t.co/XcTihM2iAi via @SpinPh,0.0,0.0
RT @abscbnsports: Jennifer Nierva credits NU's morale-boosting win over UP to their collective desire to snap their losing skid. #UAAPSeaso…,0.7506,0.2
RT @abscbnsports: Ivy Lacsina dropped 16 points to help power NU through UP. 🔥 #UAAPSeason81Volleyball https://t.co/oiNFSDJP2p,0.4019,0.06666666666666667
"RT @tiebreakertimes: #UAAPSeason81 NU Lady Bulldogs not just a team of rookies, @JenniferNierva  &gt;&gt; https://t.co/JeJYv7CNMv https://t.co/Q2…",0.0,0.06666666666666667
"RT @abscbnsports: WATCH! #UAAPSeason81Volleyball: Lady Bulldogs upset Lady Maroons in thriller [FULL MATCH]

S1: https://t.co/0ULRucY1rn
S2…",-0.3595,0.125
RT @abscbnsports: Coach Norman Miguel always knew the NU Lady Bulldogs were capable of BIG things 🙌🏻 #UAAPSeason81Volleyball | @the9cruz ht…,0.3818,0.05
"RT @migueldyp: I’M NOT SURE HOW BUT THIS JUST HAPPENED 🏐

The Lady Bulldogs rallied back from 14-10 to win the match. This was NU’s first 5…",0.6649,0.11538461538461539
RT @risajun_61: I LOVE YOU!! NUWVT FAMILY!😭💛💙,0.7788,0.16666666666666666
"RT @cleverlynmayuga: What a comeback, NU Lady Bulldogs! These ladies continue to exceed expectations! #UAAPSeason81Volleyball https://t.co/…",0.0,0.0
"RT @VolleyCenterPH: My theory is that @ivy_lacsina is not a rookie.

#UAAPSeason81Volleyball
 https://t.co/xFleMuFXR9",0.0,0.08333333333333333
RT @NUWVT: NU WON AGAINST UP IN 5 THRILLING SETS!!!!!! What a brave heart for these young ladies! 💙💛 https://t.co/v0AYqc6T3V,0.9304,0.16666666666666666
RT @VballPH: What a stunning comeback! The NU Lady Bulldogs 🐶 come back from FOUR match points down to defeat the UP Fighting Lady Maroons…,-0.4926,0.13043478260869565
RT @tiebreakertimes: #UAAPSeason81 Ivy Lacsina clutch as NU Lady Bulldogs shock suddenly skidding UP &gt;&gt; https://t.co/kpoTHLqWC2 https://t.c…,-0.3818,0.058823529411764705
RT @abscbnsports: 29 EXC Receptions. 26 EXC Digs. Jen Nierva earns PoG honors for her heroics! #UAAPSeason81Volleyball https://t.co/d6Yhle9…,0.7901,0.1111111111111111
Character building win. Yes?,0.7579,0.5
RT @abscbnsports: NU smothers Tots! Lady Bulldogs win it in five sets! #UAAPSeason81Volleyball https://t.co/VMpgs4awbj,0.3578,0.14285714285714285
